Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year,Span
MOOSONEE UA,ONTARIO,6075425,4168,71836.0,WZC,51.27,-80.65,511600000,-803900000,10.0,1932,2023,1953.0,1995.0,1932.0,2023.0,1932.0,2006.0,43.0
TIMMINS VICTOR POWER A,ONTARIO,6078285,4180,71739.0,YTS,48.57,-81.38,483411000,-812236000,294.7,1955,2012,1955.0,2012.0,1955.0,2012.0,1955.0,2011.0,58.0
NORTH BAY A,ONTARIO,6085700,4201,71731.0,YYB,46.36,-79.42,462149000,-792522000,370.3,1939,2013,1953.0,2013.0,1939.0,2013.0,1939.0,2013.0,61.0
GORE BAY A,ONTARIO,6092925,4209,,YZE,45.88,-82.57,455300000,-823400000,193.5,1947,2006,1953.0,2005.0,1947.0,2006.0,1947.0,2006.0,53.0
KINGSTON A,ONTARIO,6104146,4295,,YGK,44.22,-76.6,441307092,-763548008,92.4,1930,2012,1967.0,2012.0,1930.0,1996.0,1930.0,1996.0,46.0
OTTAWA MACDONALD-CARTIER INT'L A,ONTARIO,6106000,4337,71628.0,YOW,45.32,-75.67,451921000,-754009000,114.0,1938,2011,1953.0,2011.0,1938.0,2011.0,1938.0,2011.0,59.0
PETAWAWA A,ONTARIO,6106398,4352,71625.0,YWA,45.95,-77.32,455700000,-771900000,130.1,1969,2024,1969.0,2024.0,1970.0,2008.0,1971.0,2006.0,56.0
MUSKOKA A,ONTARIO,6115525,4477,71630.0,YQA,44.97,-79.3,445800000,-791800000,281.9,1934,2015,1953.0,2005.0,1934.0,2015.0,1934.0,2006.0,53.0
WIARTON A,ONTARIO,6119500,4538,71633.0,YVV,44.75,-81.11,444445000,-810626000,222.2,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2014.0,62.0
ST CATHARINES A,ONTARIO,6137287,4683,,YSN,43.2,-79.17,431200000,-791000000,97.8,1971,2012,1971.0,2012.0,1971.0,2000.0,1971.0,2000.0,42.0
WINDSOR A,ONTARIO,6139525,4716,71538.0,YQG,42.28,-82.96,421632000,-825720000,189.6,1940,2014,1953.0,2014.0,1940.0,2014.0,1940.0,2014.0,62.0
LONDON INT'L AIRPORT,ONTARIO,6144475,4789,71623.0,YXU,43.03,-81.15,430159000,-810904000,278.0,1940,2017,1953.0,2012.0,1940.0,2017.0,1940.0,2006.0,60.0
HAMILTON A,ONTARIO,6153194,4932,71263.0,YHM,43.17,-79.93,431018072,-795603036,237.7,1959,2011,1970.0,2011.0,1959.0,2011.0,1959.0,2011.0,42.0
TORONTO LESTER B. PEARSON INT'L A,ONTARIO,6158733,5097,71624.0,YYZ,43.68,-79.63,434038000,-793750000,173.4,1937,2013,1953.0,2013.0,1937.0,2013.0,1937.0,2013.0,61.0
TRENTON A,ONTARIO,6158875,5126,71621.0,YTR,44.12,-77.53,440708000,-773141000,86.3,1935,2024,1953.0,2024.0,1935.0,2024.0,1935.0,2017.0,72.0
QUEBEC/JEAN LESAGE INTL A,QUEBEC,7016294,5251,71708.0,YQB,46.8,-71.38,464800000,-712300000,74.4,1943,2017,1953.0,2013.0,1943.0,2017.0,1943.0,2012.0,61.0
VALCARTIER A,QUEBEC,7018574,5293,71716.0,YOY,46.9,-71.5,465410000,-713013000,167.6,1978,2024,1978.0,2024.0,1978.0,1981.0,1978.0,1981.0,47.0
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QUEBEC,7025250,5415,71627.0,YUL,45.47,-73.75,452800000,-734500000,35.97,1941,2013,1953.0,2013.0,1941.0,2013.0,1941.0,2013.0,61.0
MONTREAL/ST-HUBERT A,QUEBEC,7027320,5490,71371.0,YHU,45.52,-73.42,453100000,-732500000,27.4,1928,2015,1953.0,2005.0,1928.0,2015.0,1928.0,2015.0,53.0
SHERBROOKE A,QUEBEC,7028124,5530,71610.0,YSC,45.43,-71.68,452600000,-714100000,241.4,1962,2016,1962.0,2005.0,1962.0,2016.0,1962.0,2004.0,44.0
GATINEAU A,QUEBEC,7032681,8375,,YND,45.52,-75.57,453100000,-753400000,64.3,1981,2012,1981.0,2012.0,,,,,32.0
MANIWAKI UA,QUEBEC,7034480,5607,71722.0,WMW,46.3,-76.01,461806500,-760021800,188.58,1953,2018,1953.0,1993.0,1953.0,2018.0,1953.0,1993.0,41.0
MONTREAL/MIRABEL INT'L A,QUEBEC,7035290,5616,,YMX,45.67,-74.03,454000000,-740200000,82.6,1975,2012,1975.0,2012.0,1975.0,2008.0,1975.0,2008.0,38.0
LOURDES DE BLANC SABLON A,QUEBEC,7040813,5669,71808.0,YBX,51.45,-57.18,512700000,-571100000,37.18,1970,2014,1970.0,2014.0,1982.0,2014.0,1982.0,2014.0,45.0
NATASHQUAN A,QUEBEC,7045400,5715,,YNA,50.18,-61.82,501100000,-614900000,10.7,1914,2008,1957.0,2008.0,1914.0,2008.0,1914.0,2003.0,52.0
SEPT-ILES A,QUEBEC,7047910,5742,,YZV,50.22,-66.27,501300000,-661600000,54.9,1944,2014,1953.0,2014.0,1944.0,2002.0,1944.0,2001.0,62.0
GASPE A,QUEBEC,7052605,5794,71188.0,YGP,48.78,-64.48,484637000,-642841000,34.1,1965,2013,1965.0,2013.0,1968.0,2013.0,1968.0,2013.0,49.0
MONT-JOLI A,QUEBEC,7055120,5814,71718.0,YYY,48.6,-68.22,483600000,-681300000,52.4,1943,2013,1953.0,2013.0,1943.0,2013.0,1943.0,2005.0,61.0
ILES DE LA MADELEINE A,QUEBEC,705C2G9,5748,71709.0,YGR,47.42,-61.78,472500000,-614700000,10.7,1978,2013,1978.0,2013.0,1983.0,2013.0,1983.0,2002.0,36.0
BAGOTVILLE A,QUEBEC,7060400,5889,71727.0,YBG,48.33,-71.0,482000000,-710000000,159.1,1942,2024,1953.0,2024.0,1942.0,2024.0,1942.0,2017.0,72.0
ROBERVAL A,QUEBEC,7066685,5934,71728.0,YRJ,48.52,-72.27,483100000,-721600000,178.6,1957,2014,1958.0,2014.0,1957.0,2014.0,1957.0,2005.0,57.0
PARENT,QUEBEC,7075800,5966,71726.0,WPK,47.92,-74.62,475520008,-743727007,444.71,1943,2024,1953.0,2024.0,1943.0,2024.0,1943.0,1978.0,72.0
ROUYN A,QUEBEC,7086720,6001,,YUY,48.22,-78.83,481300000,-785000000,301.1,1950,2012,1954.0,2012.0,1950.0,1955.0,1950.0,1961.0,59.0
LA GRANDE RIVIERE A,QUEBEC,7093715,6047,71827.0,YGL,53.63,-77.7,533800000,-774200000,195.1,1976,2012,1976.0,2012.0,1976.0,2012.0,1976.0,2005.0,37.0
VAL-D'OR A,QUEBEC,7098600,6081,71725.0,YVO,48.06,-77.79,480323000,-774712000,337.4,1951,2024,1955.0,2012.0,1951.0,2024.0,1951.0,2005.0,58.0
INUKJUAK UA,QUEBEC,7103282,6082,71907.0,WPH,58.47,-78.08,582800000,-780500000,24.4,1921,1996,1953.0,1995.0,1921.0,1996.0,1922.0,1994.0,43.0
KUUJJUARAPIK A,QUEBEC,7103536,6083,,YGW,55.28,-77.75,551700000,-774500000,12.2,1925,2014,1957.0,2014.0,1925.0,2014.0,1926.0,2009.0,58.0
KUUJJUAQ A,QUEBEC,7113534,6095,71906.0,YVP,58.1,-68.42,580600000,-682500000,39.93,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2005.0,62.0
SCHEFFERVILLE A,QUEBEC,7117825,6098,,YKL,54.8,-66.82,544800000,-664900000,521.8,1948,2010,1953.0,2010.0,1948.0,2010.0,1948.0,1993.0,58.0
GAGETOWN A,NEW BRUNSWICK,8101792,7558,71701.0,YCX,45.83,-66.43,455000000,-662600000,50.6,1976,2024,1976.0,2024.0,2011.0,2017.0,2011.0,2017.0,49.0
MISCOU ISLAND (AUT),NEW BRUNSWICK,8103050,6205,71719.0,WMI,48.01,-64.49,480032002,-642939008,4.0,1957,2024,1964.0,2024.0,1957.0,2024.0,1957.0,2007.0,61.0
MONCTON A,NEW BRUNSWICK,8103200,6207,71705.0,YQM,46.11,-64.68,460619100,-644101700,70.7,1939,2012,1953.0,2012.0,1939.0,2012.0,1939.0,2012.0,60.0
SAINT JOHN A,NEW BRUNSWICK,8104900,6250,71609.0,YSJ,45.32,-65.89,451905000,-655308050,108.8,1946,2012,1953.0,2012.0,1946.0,2012.0,1947.0,2008.0,60.0
GREENWOOD A,NOVA SCOTIA,8202000,6354,71397.0,YZX,44.98,-64.92,445900000,-645500000,28.0,1942,2024,1953.0,2024.0,1942.0,2024.0,1942.0,2017.0,72.0
HALIFAX STANFIELD INT'L A,NOVA SCOTIA,8202250,6358,71395.0,YHZ,44.88,-63.5,445248060,-633000050,145.4,1953,2012,1961.0,2012.0,1953.0,2012.0,1953.0,2012.0,52.0
SABLE ISLAND,NOVA SCOTIA,8204700,6454,71600.0,ESA,43.93,-60.01,435556000,-600034000,5.0,1891,2017,1953.0,2016.0,1891.0,2017.0,1891.0,2007.0,64.0
SHEARWATER A,NOVA SCOTIA,8205090,6465,71601.0,YAW,44.63,-63.5,443800000,-633000000,44.0,1944,2024,1953.0,2024.0,1944.0,2007.0,1944.0,2007.0,72.0
SYDNEY A,NOVA SCOTIA,8205700,6486,71707.0,YQY,46.17,-60.05,461000000,-600253300,61.9,1941,2014,1953.0,2014.0,1941.0,2014.0,1941.0,2014.0,62.0
WESTERN HEAD,NOVA SCOTIA,8206240,6501,71411.0,WWE,43.99,-64.66,435924070,-643951008,10.06,1959,2024,1959.0,2024.0,1959.0,2024.0,1959.0,2007.0,66.0
YARMOUTH A,NOVA SCOTIA,8206500,6516,,YQI,43.83,-66.09,434951000,-660519000,43.0,1940,2012,1953.0,2012.0,1940.0,2012.0,1940.0,2012.0,60.0
CHARLOTTETOWN A,PRINCE EDWARD ISLAND,8300300,6526,71706.0,YYG,46.29,-63.13,461719020,-630743070,48.8,1943,2012,1953.0,2012.0,1943.0,2012.0,1943.0,2012.0,60.0
SUMMERSIDE A,PRINCE EDWARD ISLAND,8300700,6547,,YSU,46.44,-63.83,462620000,-634954000,19.5,1942,2002,1953.0,2001.0,1942.0,2002.0,1942.0,2002.0,49.0
BONAVISTA,NEWFOUNDLAND,8400600,6576,,WVA,48.67,-53.11,484002000,-530651000,25.6,1956,2006,1959.0,2006.0,1956.0,2006.0,1956.0,2006.0,48.0
DANIELS HARBOUR,NEWFOUNDLAND,8401400,6613,71185.0,WDH,50.24,-57.58,501411000,-573452000,19.0,1946,2018,1953.0,2018.0,1946.0,2018.0,1946.0,2007.0,66.0
DEER LAKE A,NEWFOUNDLAND,8401501,6615,71809.0,YDF,49.22,-57.4,491300000,-572400000,21.9,1965,2012,1965.0,2012.0,1965.0,2012.0,1965.0,2008.0,48.0
GANDER INT'L A,NEWFOUNDLAND,8401700,6633,71803.0,YQX,48.95,-54.58,485647000,-543437000,151.2,1937,2012,1953.0,2012.0,1937.0,2012.0,1937.0,2012.0,60.0
PORT AUX BASQUES,NEWFOUNDLAND,8402975,6693,71197.0,WZB,47.57,-59.15,473426000,-590917000,39.7,1909,2017,1966.0,2017.0,1909.0,2017.0,1909.0,2007.0,52.0
ST JOHN'S A,NEWFOUNDLAND,8403506,6720,71801.0,YYT,47.62,-52.74,473720000,-524434000,140.5,1942,2012,1953.0,2012.0,1942.0,2012.0,1942.0,2012.0,60.0
STEPHENVILLE A,NEWFOUNDLAND,8403800,6740,71815.0,YJT,48.53,-58.55,483200000,-583300000,24.7,1942,2014,1953.0,2014.0,1942.0,2014.0,1942.0,2014.0,62.0
CARTWRIGHT,NEWFOUNDLAND,8501100,6773,71818.0,WCA,53.71,-57.04,534230000,-570206000,14.3,1934,2015,1953.0,2015.0,1934.0,2015.0,1934.0,2015.0,63.0
GOOSE BAY A,NEWFOUNDLAND,8501900,6777,71816.0,YYR,53.32,-60.42,531900000,-602500000,48.8,1941,2024,1953.0,2024.0,1941.0,2024.0,1941.0,2017.0,72.0
WABUSH LAKE A,NEWFOUNDLAND,8504175,6802,71825.0,YWK,52.93,-66.87,525538000,-665227000,551.38,1960,2013,1961.0,2013.0,1960.0,2013.0,1960.0,2008.0,53.0
